Time (s),Power (W)
8.394,3.652
8.396,3.52
8.397,3.96
8.399,3.324
8.401,3.644
8.402,3.616
8.405,3.296
8.407,3.788
8.409,3.468
8.411,3.544
8.413,4.412
8.415,4.884
8.417,4.992
8.419,4.704
8.421,4.96
8.424,4.324
8.426,4.248
8.428,4.196
8.429,3.416
8.431,3.768
8.433,3.58
8.435,3.388
8.436,3.552
8.438,3.256
8.44,3.616
8.442,3.58
8.443,3.4
8.445,3.56
8.447,3.632
8.449,4.104
8.451,4.988
8.453,5.1
8.455,4.96
8.457,4.596
8.459,4.74
8.461,4.324
8.463,4.116
8.464,4.216
8.466,3.656
8.468,3.724
8.469,3.652
8.471,3.584
8.473,3.304
8.475,3.888
8.476,3.436
8.478,3.656
8.48,3.672
8.483,3.336
8.485,3.704
8.487,4.372
8.489,4.876
8.491,4.988
8.493,4.756
8.495,4.94
8.497,4.56
8.5,4.18
8.502,4.364
8.504,3.468
8.505,3.48
8.507,3.744
8.509,3.832
8.511,3.788
8.512,3.704
8.514,3.716
8.516,3.524
8.518,3.724
8.52,3.2
8.522,3.736
8.524,4.416
8.526,4.956
8.528,4.816
8.53,4.884
8.532,4.776
8.534,4.968
8.536,4.248
8.537,4.28
8.539,3.748
8.541,3.724
8.543,3.42
8.544,3.436
8.546,3.724
8.548,3.612
8.55,3.396
8.551,3.744
8.552,3.264
8.554,3.716
8.556,3.544
8.557,3.336
8.559,4.444
8.561,4.992
8.563,5.092
8.565,4.836
8.567,4.724
8.569,4.792
8.571,4.468
8.573,4.128
8.575,4.2
8.577,3.716
8.579,3.636
8.582,3.232
8.584,3.696
8.586,3.512
8.587,3.4
8.589,3.704
8.59,3.636
8.592,3.584
8.593,3.704
8.595,3.172
8.597,4.528
8.599,4.928
8.601,4.94
8.603,4.704
8.605,4.884
8.607,4.896
8.609,4.188
8.61,4.024
8.612,4.116
8.614,3.54
8.616,3.564
8.617,3.344
8.619,3.636
8.621,3.58
8.623,3.328
8.624,3.632
8.626,3.708
8.628,3.604
8.629,4.032
8.631,3.448
8.633,4.524
8.635,5.124
8.637,5.02
8.639,4.556
8.641,4.56
8.643,4.936
8.645,4.548
8.647,4.036
8.649,3.984
8.651,3.852
8.653,3.436
8.655,3.624
8.657,3.616
8.66,3.364
8.662,3.708
8.664,3.472
8.665,3.532
8.667,3.632
8.669,3.584
8.671,3.336
8.673,4.504
8.675,5.048
8.677,5.212
8.679,4.744
8.681,4.888
8.683,4.848
8.685,4.268
8.687,4.156
8.689,4.14
8.691,3.54
8.693,3.612
8.695,3.336
8.697,3.552
8.699,3.252
8.701,3.544
8.703,3.636
8.705,3.544
8.707,3.388
8.709,3.58
8.711,3.436
8.713,4.812
8.715,5.3
8.717,5.104
8.719,4.576
8.721,4.776
8.723,4.468
8.725,4.268
8.727,4.148
8.729,4.024
8.731,3.604
8.733,3.8
8.735,3.58
8.737,3.688
8.738,3.468
8.74,3.684
8.742,3.524
8.746,3.656
8.748,3.308
8.75,3.56
8.752,5.184
8.754,5.12
8.756,4.992
8.758,5.248
8.76,5.132
8.762,4.62
8.764,4.032
8.767,4.14
8.769,3.76
8.771,3.46
8.773,3.5
8.775,3.684
8.777,3.564
8.78,3.584
8.782,3.184
8.784,3.696
8.785,3.328
8.787,3.42
8.789,4.884
8.791,5.08
8.793,4.704
8.795,4.556
8.797,4.928
8.799,4.868
8.801,4.16
8.803,3.92
8.804,3.88
8.806,3.42
8.808,3.684
8.81,3.584
8.811,3.468
8.813,3.728
8.815,3.664
8.817,3.296
8.818,3.704
8.82,3.44
8.822,3.512
8.824,3.96
8.826,4.988
8.828,5.172
8.83,4.844
8.832,4.668
8.834,4.936
8.836,4.684
8.838,3.748
8.84,4.104
8.842,4.2
8.843,3.42
8.845,3.684
8.847,3.58
8.849,3.428
8.851,3.636
8.854,3.328
8.856,3.696
8.857,3.508
8.859,3.428
8.861,3.644
8.863,4.444
8.865,5.012
8.867,5.104
8.869,4.652
8.871,5.132
8.873,4.6
8.875,4.196
8.877,4.436
8.878,4.524
8.88,3.616
8.882,3.868
8.884,3.56
8.885,3.428
8.888,3.624
8.89,3.416
8.892,3.728
8.894,3.54
8.896,3.408
8.898,3.78
8.9,4.496
8.902,4.876
8.904,5.284
8.906,4.384
8.908,4.576
8.91,4.92
8.912,4.58
8.914,4.176
8.916,4.068
8.918,3.728
8.92,3.604
8.921,3.544
8.923,3.616
8.925,3.676
8.927,3.344
8.928,3.684
8.93,3.216
8.932,3.656
8.934,3.524
8.936,3.448
8.938,4.7
8.94,5.008
8.942,5.06
8.944,4.304
8.946,4.784
8.948,5.012
8.95,4.148
8.952,3.86
8.954,4.324
8.956,3.56
8.958,3.54
8.96,3.688
8.961,3.236
8.963,3.572
8.965,3.636
8.967,3.492
8.969,3.544
8.971,3.564
8.973,3.396
8.976,3.672
8.978,4.816
8.98,5.048
8.982,4.928
8.984,4.576
8.986,4.66
8.988,4.536
8.99,4.168
8.992,4.076
8.995,3.696
8.997,3.78
8.998,3.436
9.0,3.852
9.002,3.596
9.004,3.704
9.005,3.84
9.007,3.564
9.009,3.572
9.011,3.744
9.013,3.092
9.015,4.424
9.017,5.12
9.019,4.876
9.021,4.916
9.023,4.68
9.025,4.936
9.027,4.412
9.028,4.18
9.03,4.196
9.032,3.316
9.033,3.688
9.034,3.448
9.035,3.396
9.036,3.616
9.037,3.48
9.038,3.736
9.039,3.788
9.04,3.324
9.041,3.748
9.043,3.584
9.045,4.372
9.047,5.236
9.049,4.928
9.051,4.976
9.053,4.792
9.055,4.988
9.057,4.168
9.058,4.268
9.06,4.504
9.061,3.356
9.062,3.84
9.063,3.368
9.064,3.672
9.065,3.632
9.068,3.308
9.069,3.708
9.07,3.48
9.071,3.52
9.072,3.616
9.074,3.54
9.076,4.576
9.078,5.02
9.08,5.08
9.082,4.92
9.084,4.62
9.086,4.968
9.088,4.332
9.089,4.148
9.091,4.324
9.092,3.532
9.093,3.296
9.094,3.788
9.095,3.408
9.096,3.544
9.097,3.596
9.098,3.324
9.099,3.676
9.1,3.736
9.101,3.408
9.103,4.016
9.105,4.608
9.107,4.908
9.109,5.228
9.111,5.04
9.113,4.196
9.115,5.012
9.117,4.904
9.119,4.128
9.12,4.056
9.122,3.98
9.123,3.672
9.126,3.552
9.127,3.76
9.128,3.544
9.129,3.448
9.13,3.688
9.131,3.636
9.132,3.552
9.133,3.684
9.134,3.256
9.136,3.972
9.138,4.988
9.14,5.028
9.142,4.876
9.144,4.288
9.146,5.104
9.148,4.476
9.149,4.044
9.15,4.324
9.151,3.716
9.152,3.644
9.153,3.624
9.154,3.572
9.155,3.84
9.156,3.868
9.157,3.584
9.158,3.98
9.159,3.796
9.16,3.532
9.163,3.912
9.165,5.06
9.167,5.36
9.169,5.276
9.171,4.848
9.173,5.132
9.175,4.66
9.176,4.432
9.179,4.076
9.18,4.032
9.181,3.684
9.182,3.624
9.184,3.932
9.185,3.908
9.187,3.828
9.188,3.832
9.189,3.82
9.19,3.368
9.191,3.972
9.192,3.42
9.194,4.128
9.196,5.164
9.198,5.224
9.2,5.06
9.202,4.772
9.204,5.512
9.206,5.3
9.207,4.188
9.208,4.324
9.21,4.064
9.212,3.688
9.214,3.832
9.215,3.736
9.217,3.88
9.219,3.832
9.22,3.632
9.221,4.036
9.223,3.736
9.225,3.58
9.228,3.852
9.23,5.216
9.232,5.316
9.234,5.192
9.236,4.628
9.238,5.3
9.24,4.612
9.242,3.952
9.245,4.32
9.247,3.52
9.249,3.688
9.25,3.544
9.251,3.42
9.253,3.612
9.255,3.304
9.256,3.624
9.258,3.544
9.259,3.316
9.261,3.636
9.263,3.388
9.265,3.94
9.267,4.648
9.269,5.176
9.271,4.96
9.273,4.104
9.275,5.164
9.277,4.588
9.279,4.364
9.281,4.176
9.282,3.708
9.283,3.684
9.285,3.328
9.287,3.708
9.288,3.488
9.29,3.604
9.292,3.368
9.293,3.612
9.296,3.348
9.298,3.78
9.3,3.724
9.302,4.2
9.304,4.7
9.306,5.1
9.309,4.3
9.311,5.068
9.313,4.712
9.315,4.016
9.317,4.312
9.318,3.78
9.319,3.564
9.321,3.94
9.323,3.304
9.324,3.644
9.326,3.304
9.328,3.76
9.329,3.396
9.331,3.796
9.332,3.716
9.333,3.652
9.335,3.88
9.337,4.752
9.339,5.132
9.341,5.06
9.343,4.392
9.345,4.988
9.347,4.652
9.349,4.004
9.351,4.196
9.353,3.944
9.355,3.724
9.356,3.616
9.358,3.304
9.359,3.672
9.36,3.48
9.362,3.512
9.364,3.756
9.366,3.552
9.367,3.348
9.37,3.656
9.372,3.9
9.374,5.124
9.376,5.048
9.378,4.496
9.38,4.896
9.382,4.252
9.385,4.228
9.387,4.444
9.389,3.616
9.39,3.632
9.392,3.624
9.394,3.512
9.396,3.652
9.397,3.724
9.399,3.236
9.401,3.684
9.403,3.344
9.404,3.544
9.406,3.572
9.408,4.036
9.41,5.06
9.412,5.068
9.414,4.988
9.416,4.272
9.418,4.66
9.42,4.792
9.422,4.2
9.424,4.228
9.426,3.728
9.428,3.656
9.43,3.508
9.431,3.44
9.433,3.728
9.435,3.604
9.436,3.644
9.438,3.96
9.441,3.288
9.442,3.756
9.444,3.544
9.446,4.188
9.448,4.804
9.45,4.916
9.452,5.04
9.454,4.792
9.456,4.712
9.458,4.332
9.46,4.424
9.461,4.136
9.463,3.572
9.465,3.596
9.466,3.636
9.467,3.52
9.469,3.612
9.471,3.128
9.472,3.688
9.474,3.452
9.475,3.448
9.476,3.624
9.477,3.696
9.479,4.108
9.481,5.068
9.483,4.904
9.485,5.164
9.487,4.496
9.489,4.908
9.491,4.444
9.493,4.268
9.495,4.18
9.497,3.724
9.499,3.756
9.501,3.452
9.502,3.44
9.504,3.56
9.506,3.452
9.509,3.688
9.511,3.592
9.512,3.52
9.513,3.776
9.515,3.488
9.517,4.436
9.519,5.048
9.521,5.052
9.523,4.752
9.525,4.948
9.527,4.344
9.53,4.372
9.532,4.032
9.534,3.748
9.536,3.532
9.538,3.508
9.54,3.724
9.541,3.604
9.543,3.348
9.545,3.596
9.547,3.264
9.549,3.584
9.552,3.368
9.554,4.988
9.556,5.308
9.558,5.164
9.56,4.464
9.562,4.96
9.564,5.228
9.565,4.176
9.566,3.984
9.567,4.34
9.568,3.612
9.569,3.408
9.57,3.572
9.571,3.84
9.572,3.348
9.573,3.744
9.574,3.604
9.575,3.348
9.578,3.704
9.579,3.452
9.581,3.632
9.583,4.784
9.585,5.028
9.587,4.968
9.589,4.528
9.591,5.052
9.593,5.184
9.594,4.108
9.596,4.468
9.597,4.044
9.598,3.776
9.599,3.612
9.6,3.572
9.601,3.708
9.602,3.216
9.603,3.744
9.604,3.54
9.605,3.472
9.606,3.632
9.607,3.364
9.609,3.728
9.611,4.92
9.613,5.176
9.615,5.124
9.617,4.712
9.619,5.032
9.621,4.456
9.623,4.26
9.625,4.456
9.626,3.868
9.627,3.672
9.628,3.5
9.631,3.632
9.634,3.316
9.635,3.78
9.636,3.48
9.637,3.524
9.638,3.612
9.639,3.592
9.641,3.672
9.643,4.74
9.645,5.112
9.647,5.052
9.649,4.58
9.651,4.836
9.653,5.084
9.655,4.484
9.656,4.14
9.657,4.076
9.658,3.12
9.66,3.688
9.662,3.42
9.664,3.688
9.666,3.676
9.667,3.288
9.669,3.704
9.671,3.54
9.672,3.38
9.674,3.952
9.676,3.708
9.678,4.56
9.68,5.256
9.682,4.752
9.684,4.928
9.686,4.812
9.688,5.008
9.69,4.3
9.692,4.2
9.694,4.468
9.696,3.296
9.697,3.768
9.699,3.604
9.701,3.672
9.703,3.676
9.706,3.304
9.708,3.744
9.71,3.508
9.712,3.544
9.714,3.672
9.716,3.4
9.718,4.684
9.72,5.028
9.722,5.04
9.724,4.488
9.726,5.06
9.728,4.94
9.73,4.032
9.732,4.26
9.733,4.18
9.735,3.612
9.737,3.276
9.739,3.672
9.741,3.216
9.743,3.684
9.745,3.492
9.746,3.756
9.748,3.428
9.75,3.676
9.752,3.408
9.754,3.756
9.756,5.068
9.758,4.856
9.76,4.776
9.762,4.72
9.764,4.936
9.766,4.756
9.768,4.34
9.77,4.036
9.772,4.176
9.774,3.48
9.775,3.736
9.776,3.84
9.777,3.632
9.78,3.94
9.782,3.508
9.783,3.828
9.785,3.652
9.787,3.488
9.789,3.708
9.791,3.544
9.793,4.72
9.795,5.244
9.797,5.176
9.799,4.7
9.801,4.776
9.803,4.956
9.805,3.952
9.807,4.22
9.809,4.332
9.81,3.472
9.811,3.632
9.813,3.304
9.815,3.756
9.816,3.376
9.818,3.632
9.82,3.264
9.821,3.724
9.822,3.2
9.824,3.952
9.826,3.848
9.828,5.072
9.831,4.824
9.833,4.324
9.835,5.212
9.837,4.508
9.839,4.312
9.84,4.14
9.842,3.684
9.844,3.58
9.846,3.452
9.849,3.808
9.851,3.468
9.853,3.888
9.854,3.304
9.856,3.736
9.858,3.524
9.859,3.436
9.861,3.624
9.863,3.324
9.865,4.764
9.867,5.132
9.869,5.06
9.871,4.556
9.873,4.928
9.875,5.184
9.877,4.076
9.878,4.444
9.88,4.16
9.882,3.448
9.884,3.604
9.886,3.644
9.888,3.524
9.89,3.632
9.891,3.276
9.892,3.848
9.894,3.788
9.896,3.8
9.898,3.972
9.9,3.544
9.902,4.868
9.904,5.172
9.906,4.848
9.908,4.364
9.91,4.864
9.912,4.96
9.914,3.9
9.916,4.036
9.918,4.384
9.919,3.492
9.921,3.468
9.923,3.636
9.924,3.416
9.926,3.672
9.928,3.852
9.929,3.316
9.93,3.716
9.932,3.532
9.934,3.46
9.936,4.188
9.938,4.948
9.94,4.988
9.942,4.836
9.944,4.304
9.946,5.152
9.948,4.684
9.95,4.168
9.952,4.2
9.953,3.636
9.956,3.78
9.958,3.356
9.959,3.78
9.961,3.532
9.963,3.396
9.964,3.596
9.965,3.56
9.967,3.468
9.969,3.736
9.971,3.244
9.973,4.064
9.975,4.832
9.977,4.92
9.979,4.668
9.981,4.612
9.983,5.08
9.985,4.268
9.987,4.096
9.989,4.372
9.991,3.82
9.992,3.48
9.994,3.564
9.996,3.38
9.998,3.632
9.999,3.716
10.001,3.684
10.003,3.544
10.005,3.42
10.006,3.768
10.008,3.596
10.01,3.88
10.012,5.008
10.014,5.36
10.016,5.388
10.018,4.136
10.02,5.084
10.022,4.668
10.024,3.964
10.026,4.272
10.028,4.052
10.029,3.532
10.031,3.48
10.033,3.708
10.036,3.52
10.037,3.748
10.039,3.58
10.041,3.704
10.042,3.596
10.043,3.356
10.045,3.584
10.047,3.632
10.049,4.628
10.051,5.092
10.053,5.084
10.055,4.672
10.057,4.744
10.059,5.028
10.06,4.24
10.062,4.228
10.064,4.22
10.066,3.172
10.067,3.664
10.068,3.416
10.07,3.532
10.072,3.596
10.073,3.688
10.075,3.704
10.076,3.524
10.077,3.4
10.079,3.716
10.081,3.992
10.083,4.916
10.085,4.832
10.087,4.94
10.089,4.596
10.091,5.028
10.093,4.488
10.095,4.364
10.096,4.116
10.098,3.708
10.099,3.58
10.101,3.552
10.102,3.596
10.105,3.696
10.107,3.324
10.108,3.82
10.11,3.58
10.112,3.584
10.114,3.624
10.115,3.344
10.117,3.636
10.119,4.648
10.121,4.612
10.123,5.204
10.125,4.916
10.127,4.792
10.129,4.956
10.131,4.32
10.132,4.556
10.133,4.432
10.134,3.316
10.135,3.676
10.136,3.172
10.137,3.688
10.138,3.54
10.139,3.416
10.14,3.724
10.142,3.776
10.143,3.664
10.144,3.592
10.145,3.304
10.147,4.432
10.149,5.068
10.151,5.06
10.153,5.068
10.155,4.64
10.157,5.164
10.159,4.344
10.161,3.964
10.163,4.404
10.164,3.336
10.165,3.604
10.168,3.676
10.169,3.316
10.17,3.76
10.171,3.552
10.172,3.472
10.173,3.616
10.174,3.612
10.175,3.52
10.177,3.748
10.179,4.376
10.181,4.816
10.183,5.12
10.185,5.04
10.187,4.856
10.189,4.868
10.19,4.208
10.192,4.312
10.193,4.084
10.194,3.684
10.195,3.632
10.196,3.508
10.197,3.872
10.198,3.236
10.199,3.652
10.2,3.452
10.203,3.656
10.204,3.54
10.206,3.684
10.208,4.908
10.21,5.176
10.212,5.152
10.214,4.344
10.216,5.048
10.218,4.744
10.22,4.468
10.222,4.16
10.223,4.128
10.224,3.344
10.225,3.776
10.226,3.716
10.227,3.688
10.23,3.94
10.231,3.376
10.232,3.728
10.233,3.596
10.234,3.544
10.235,3.728
10.237,3.5
10.239,4.54
10.241,5.212
10.243,5.14
10.245,4.7
10.247,4.796
10.249,4.916
10.25,4.156
10.252,3.992
10.254,4.036
10.256,3.232
10.257,3.616
10.258,3.356
10.259,3.604
10.26,3.448
10.263,3.632
10.264,3.416
10.265,3.672
10.266,3.604
10.268,3.832
10.27,4.988
10.272,5.356
10.274,5.032
10.276,4.504
10.278,5.08
10.28,4.744
10.282,4.304
10.283,4.2
10.284,3.592
10.285,3.704
10.286,3.5
10.287,3.664
10.29,3.768
10.291,3.436
10.292,3.828
10.293,3.492
10.294,3.624
10.295,3.592
10.296,3.408
10.298,3.612
10.3,4.804
10.302,5.172
10.304,5.092
10.306,4.612
10.308,4.836
10.31,5.032
10.312,4.18
10.313,4.024
10.314,4.108
10.316,3.408
10.318,3.492
10.32,3.76
10.321,3.5
10.323,3.564
10.325,3.604
10.327,3.304
10.328,3.688
10.33,4.088
10.332,3.88
10.334,4.412
10.336,4.832
10.338,4.948
10.34,5.072
10.342,4.376
10.344,4.772
10.346,4.652
10.348,4.108
10.35,4.228
10.352,4.076
10.354,3.592
10.356,3.688
10.357,3.38
10.359,3.736
10.361,3.572
10.363,3.408
10.366,3.656
10.368,3.328
10.37,3.704
10.372,3.604
10.374,4.22
10.376,4.936
10.378,4.884
10.38,4.856
10.382,4.724
10.384,5.104
10.385,4.004
10.387,4.364
10.389,4.14
10.391,3.5
10.393,3.656
10.395,3.624
10.396,3.472
10.398,3.744
10.4,3.264
10.402,3.832
10.403,3.436
10.405,3.472
10.407,3.624
10.409,3.656
10.411,4.188
10.413,5.092
10.415,4.796
10.417,5.052
10.419,4.384
10.421,4.796
10.423,4.54
10.425,4.252
10.426,4.3
10.428,3.624
10.43,3.676
10.432,3.584
10.433,3.308
10.435,3.952
10.437,3.46
10.439,3.584
10.44,3.592
10.443,3.276
10.445,3.704
10.447,3.52
10.449,4.104
10.451,4.92
10.453,5.216
10.456,4.876
10.458,5.144
10.46,4.744
10.462,4.2
10.463,4.116
10.465,4.104
10.467,3.524
10.469,3.472
10.47,3.584
10.472,3.204
10.474,3.616
10.475,3.4
10.477,3.336
10.478,3.688
10.48,3.596
10.481,3.532
10.483,4.056
10.485,5.048
10.487,4.764
10.489,5.068
10.491,4.444
10.493,4.824
10.495,4.528
10.497,4.176
10.499,4.268
10.501,3.552
10.503,3.688
10.505,3.852
10.506,3.336
10.508,3.912
10.51,3.408
10.511,3.54
10.513,3.684
10.514,3.564
10.516,3.376
10.519,3.684
10.521,3.924
10.523,5.12
10.525,5.052
10.527,4.468
10.529,4.844
10.531,4.364
10.534,4.32
10.535,4.436
10.537,3.672
10.539,3.768
10.541,3.56
10.542,3.364
10.544,3.604
10.545,3.676
10.547,3.288
10.548,3.676
10.55,3.4
10.552,3.532
10.553,3.5
10.555,3.808
10.557,4.956
10.559,5.052
10.561,4.976
10.563,4.124
10.565,4.72
10.567,4.928
10.569,4.108
10.571,4.24
10.573,4.104
10.574,3.832
10.575,3.356
10.577,3.676
10.579,3.58
10.581,3.388
10.582,3.78
10.584,3.58
10.585,3.368
10.588,3.656
10.59,3.356
10.592,4.148
10.594,5.156
10.596,4.904
10.598,4.632
10.6,5.008
10.603,4.704
10.605,4.004
10.607,4.188
10.608,3.872
10.61,3.4
10.612,3.676
10.613,3.612
10.615,3.216
10.617,3.632
10.619,3.328
10.62,3.596
10.622,3.544
10.623,3.48
10.625,3.616
10.627,4.156
10.629,5.204
10.631,5.284
10.633,5.316
10.635,4.568
10.637,5.028
10.639,4.628
10.641,4.2
10.643,4.464
10.645,4.2
10.647,3.744
10.648,3.828
10.65,3.84
10.652,3.56
10.654,3.624
10.656,4.076
10.658,3.676
10.66,3.596
10.661,3.768
10.664,3.892
10.666,4.188
10.668,5.276
10.67,5.228
10.672,4.896
10.674,5.156
10.676,5.028
10.678,4.124
10.68,4.648
10.682,4.252
10.683,3.8
10.684,3.728
10.685,3.828
10.688,3.84
10.689,4.116
10.69,4.128
10.691,3.644
10.692,3.944
10.693,3.744
10.695,3.488
10.697,3.86
10.699,4.968
10.701,5.32
10.703,5.228
10.705,4.856
10.707,5.124
10.709,5.192
10.71,4.324
10.711,4.292
10.712,3.9
10.713,3.892
10.714,3.616
10.715,3.664
10.716,3.892
10.717,3.9
10.718,3.788
10.719,4.004
10.72,3.492
10.721,3.908
10.722,3.724
10.724,4.208
10.726,4.868
10.728,5.316
10.73,5.432
10.732,4.528
10.734,5.104
10.736,4.7
10.737,4.208
10.738,4.268
10.739,3.98
10.74,3.82
10.743,3.52
10.744,3.76
10.745,3.684
10.746,3.492
10.747,3.828
10.748,3.656
10.749,3.612
10.75,3.596
10.751,3.368
10.753,3.964
10.755,4.888
10.757,5.02
10.759,4.804
10.761,4.596
10.763,4.976
10.765,4.74
10.766,4.396
10.768,3.82
10.769,3.84
10.771,3.664
10.773,3.368
10.775,3.756
10.777,3.612
10.779,3.328
10.781,3.652
10.782,3.728
10.784,3.436
10.786,3.512
10.788,3.86
10.79,4.332
10.792,5.144
10.795,5.084
10.797,4.18
10.799,4.884
10.801,4.464
10.803,4.3
10.804,4.376
10.806,3.592
10.808,3.676
10.81,3.616
10.812,3.376
10.815,3.736
10.817,3.364
10.819,3.748
10.821,3.572
10.823,3.472
10.825,3.736
10.826,3.756
10.828,3.408
10.83,4.792
10.832,5.028
10.835,4.448
10.837,5.072
10.839,4.916
10.841,4.084
10.843,4.128
10.845,4.432
10.847,3.54
10.849,3.708
10.851,3.552
10.853,3.308
10.855,3.592
10.857,3.288
10.859,3.54
10.861,3.584
10.863,3.376
10.865,3.736
10.867,4.064
10.869,4.884
10.871,5.12
10.873,5.028
10.875,4.104
10.877,4.64
10.879,4.448
10.881,4.332
10.883,4.16
10.885,3.684
10.887,3.652
10.889,3.336
10.891,3.616
10.893,3.852
10.895,3.408
10.897,3.724
10.899,3.552
10.901,3.52
10.903,3.616
10.906,3.304
10.908,4.98
10.91,5.132
10.912,5.068
10.914,4.792
10.916,5.192
10.918,4.756
10.92,4.032
10.923,4.332
10.925,3.872
10.927,3.5
10.929,3.832
10.931,3.508
10.933,3.512
10.935,3.632
10.936,3.584
10.938,3.468
10.94,3.744
10.942,3.264
10.944,3.672
10.946,3.952
10.948,4.856
10.95,4.796
10.952,4.864
10.954,4.528
10.956,4.976
10.958,4.576
10.96,4.292
10.962,4.116
10.964,3.716
10.966,3.616
10.968,3.376
10.97,3.636
10.971,3.728
10.973,3.276
10.975,3.8
10.977,3.58
10.979,3.592
10.981,3.632
10.984,3.428
10.986,4.14
10.988,5.084
10.99,5.012
10.992,4.404
10.994,5.02
10.996,4.732
10.998,4.004
11.0,4.2
11.002,4.084
11.004,3.408
11.006,3.592
11.008,3.624
11.01,3.5
11.012,3.508
11.014,3.708
11.017,3.308
11.019,3.448
11.022,3.612
11.024,5.048
11.026,4.74
11.028,5.0
11.03,4.648
11.032,4.916
11.034,4.288
11.036,4.26
11.039,4.376
11.041,3.708
11.043,3.944
11.045,3.78
11.047,3.696
11.049,3.912
11.051,3.852
11.052,3.748
11.054,3.888
11.056,3.344
11.058,3.82
11.06,3.512
11.062,4.56
11.064,4.976
11.066,4.864
11.068,4.412
11.07,4.948
11.072,5.1
11.074,3.88
11.076,4.148
11.078,4.248
11.08,3.396
11.081,3.596
11.083,3.348
11.085,3.652
11.087,3.636
11.088,3.336
11.09,3.688
11.092,3.56
11.094,3.564
11.097,3.672
11.099,3.272
11.101,5.144
11.103,4.816
11.105,4.94
11.107,4.724
11.109,4.928
11.11,4.396
11.113,4.18
11.115,4.372
11.116,3.356
11.118,3.584
11.119,3.58
11.121,3.632
11.122,3.744
11.124,3.616
11.126,3.2
11.127,3.724
11.128,3.364
11.13,3.572
11.132,3.552
11.134,4.68
11.136,5.048
11.138,4.992
11.14,4.556
11.142,5.192
11.144,4.724
11.146,3.9
11.148,4.364
11.15,4.052
11.152,3.508
11.154,3.632
11.156,3.544
11.157,3.672
11.159,3.56
11.161,3.596
11.163,4.096
11.164,3.84
11.166,3.544
11.168,3.592
11.17,3.552
11.173,5.04
11.175,4.968
11.177,5.032
11.179,4.376
11.181,4.66
11.183,4.848
11.185,4.176
11.186,4.248
11.188,3.744
11.191,3.716
11.192,3.468
11.194,3.544
11.196,3.996
11.198,3.532
11.199,3.796
11.201,3.42
11.203,3.82
11.205,3.592
11.207,3.644
11.209,4.416
11.211,5.04
11.214,5.06
11.216,4.476
11.218,5.104
11.22,4.352
11.222,4.16
11.224,4.096
11.225,3.604
11.227,3.232
11.229,3.748
11.231,3.232
11.232,3.776
11.234,3.44
11.236,3.492
11.238,3.612
11.24,3.364
11.242,3.652
11.244,3.776
11.246,3.888
11.248,5.104
11.25,5.216
11.252,4.744
11.254,4.632
11.256,5.072
11.258,4.448
11.259,4.26
11.261,3.94
11.262,3.744
11.263,3.532
11.264,3.42
11.265,3.756
11.266,3.624
11.268,3.344
11.271,3.696
11.272,3.364
11.273,3.708
11.274,3.596
11.276,3.46
11.278,4.844
11.28,5.36
11.282,5.296
11.284,5.048
11.286,4.784
11.288,4.968
11.29,4.344
11.291,4.484
11.292,4.14
11.294,3.488
11.296,3.58
11.297,3.596
11.298,3.308
11.299,3.756
11.301,3.468
11.302,3.428
11.303,3.604
11.304,3.452
11.305,3.644
11.306,3.656
11.308,3.932
11.31,5.06
11.312,5.316
11.314,4.864
11.316,4.712
11.318,5.012
11.32,4.416
11.322,4.392
11.323,3.98
11.324,3.94
11.325,3.512
11.326,3.544
11.327,3.624
11.33,3.276
11.331,3.796
11.332,3.488
11.333,3.468
11.335,3.78
11.336,3.472
11.338,3.624
11.34,4.628
11.342,5.06
11.344,5.08
11.346,4.776
11.348,4.784
11.35,4.876
11.352,4.432
11.354,4.188
11.356,4.596
11.358,3.604
11.36,3.448
11.362,3.776
11.364,3.636
11.366,3.488
11.368,3.676
11.37,3.264
11.371,3.724
11.373,3.396
11.375,3.596
11.377,3.612
11.379,4.652
11.381,4.948
11.383,4.672
11.385,4.796
11.387,4.816
11.389,5.216
11.391,4.26
11.393,4.456
11.395,4.24
11.397,3.4
11.399,3.676
11.4,3.56
11.402,3.416
11.404,3.632
11.406,3.564
11.407,3.46
11.409,3.82
11.411,3.368
11.413,3.716
11.415,4.024
11.417,4.908
11.419,4.72
11.421,5.264
11.423,4.156
11.425,4.652
11.427,4.904
11.429,4.176
11.431,3.996
11.433,3.94
11.436,3.736
11.438,3.284
11.44,3.724
11.441,3.612
11.443,3.54
11.445,3.596
11.447,3.664
11.448,3.688
11.45,3.672
11.452,3.368
11.454,3.868
11.456,4.7
11.458,4.804
11.46,5.092
11.462,4.672
11.464,4.884
11.466,4.772
11.468,3.964
11.47,4.26
11.472,4.232
11.473,3.232
11.475,3.8
11.477,3.356
11.479,3.596
11.48,3.592
11.482,3.38
11.484,3.652
11.486,3.564
11.489,3.76
11.491,3.932
11.493,4.94
11.495,4.856
11.497,4.836
11.499,4.504
11.501,4.976
11.504,3.872
11.506,4.344
11.508,3.888
11.51,3.52
11.511,3.664
11.513,3.808
11.516,3.596
11.517,3.748
11.519,3.696
11.521,3.416
11.523,3.78
11.524,3.452
11.526,3.656
11.528,3.688
11.53,4.344
11.532,5.08
11.534,4.856
11.536,4.776
11.538,4.836
11.541,4.208
11.543,4.24
11.545,4.396
11.547,3.636
11.549,3.664
11.551,3.56
11.553,3.736
